NPAID	SMILES
NPA020721	C[C@@H]1[C@]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)N(C)C(=O)CO)(C=O)O
NPA020722	C[C@H]1[C@@]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H]([C@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O[C@@H]4[C@@]([C@@H]([C@H](O4)CO)O)(C(=O)O)O)O)NC)(C=O)O
NPA020723	CC1=C(CCC(C1)(C)C)CN2C3=CC=CC=C3N=C4C2=CC=CC4=O
NPA020724	CC[C@@]1(CC[C@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@@H]([C@H](C)C(=O)O)OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(C)O)C)C)C
NPA020725	C[C@@H]1C2=C([C@@H]3[C@H](O1)CC(=O)O3)C(=O)C4=C5[C@H]6C[C@H]([C@@H]([C@@](C5=CC(=C4C2=O)O)(O6)C)O)N(C)C
NPA020726	CCCCCCCC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)CCCCCCC)C(=O)O)O)O[C@H]3[C@@H]([C@H](C(O3)[C@@H](CO)O)O)O)O
NPA020727	CCCCCCCC1=CC(=CC(=C1)OC(=O)C2=C(C=C(C=C2CCCCCCC)O)O[C@H]3[C@@H]([C@H](C(O3)[C@@H](CO)O)O)O)O
NPA020728	C[C@H]1C[C@H]([C@@](O[C@@H]1[C@@H]2C[C@@H]([C@H](O2)[C@@]3(CC[C@@H](O3)[C@]4(CC[C@]5(O4)C[C@H]([C@H]([C@@H](O5)[C@@H](C)[C@@H]6[C@H]([C@H]([C@@H]([C@@](O6)([C@@H](C)C(=O)O)O)C)OC)C)C)O)C)C)C)(C)O)C
NPA020729	C[C@H]1C[C@@H]([C@@](O[C@H]1[C@@H]2C[C@H]([C@@H](O2)[C@]3(CC[C@H](O3)[C@]4(CC[C@]5(O4)C[C@H]([C@@H]([C@@H](O5)[C@H](C)[C@@H]6[C@H]([C@H]([C@H]([C@@](O6)([C@H](C)C(=O)O)O)C)OC)C)C)O)C)C)C)(C)O)C
NPA020730	CC[C@@]1(C(=C(C(=O)S1)C)O)/C=C(\C)/C=C
NPA020731	C[S@](=O)[C@@H]1[C@H]([C@H]([C@H]([C@H]1O)O)O)N
NPA020732	CS[C@@H]1[C@H]([C@H]([C@H]([C@H]1O)O)O)N
NPA020733	C[C@@H]1C2C(=O)N[C@@H](CCCCNC[C@H]3C(=O)N[C@H](C(=O)NCC(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N[C@H]5C(SC[C@@H](C(=O)N3)NC(=O)[C@H](CSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2)CC(=O)N)[C@H](C(=O)O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC5=O)CC6=CC=CC=C6)C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CS1)N)CCCNC(=N)N)CCC(=O)N)C)CC7=CC=CC=C7)CC8=CC=CC=C8)C(=O)C(=O)O
NPA020734	C[C@H]([C@@H]1CC[C@@H]([C@H](O1)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]2O)N(C)C(=O)CN=CN)OC)O)N)N)N
NPA020735	C[C@@H]([C@H](C1=NC=C(C=C1)O)O)[C@H](C(=O)N[C@H]([C@H]2[C@H]([C@H]([C@H](O2)C3=CNC(=O)NC3=O)O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O)N
NPA020736	C[C@H]([C@H](C1=NC=C(C=C1)O)O)[C@@H](C(=O)N[C@H]([C@H]2[C@H]([C@H]([C@H](O2)C3=CNC(=O)NC3=O)O)O)C(=O)O)N
NPA020737	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCC3C(=O)OC(C(C(CC(=O)C(/C=C(\C1)/C)CC=C)O)C)/C(=C/C4CCC(C(C4)OC)O)/C)O)C)OC)OC
NPA020738	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)[C@H](NC6=O)O)NC)OC
NPA020739	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)[C@@H](NC6=O)O)NC)OC
NPA020740	CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](COP(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N
NPA020741	C[C@H]1[C@@H](C/C=C\C=C\C=C\[C@H](CC(=O)NC2=CC(=CC(=C2)CC/C=C(/[C@@H]1O)\C)O)OC)OC(=O)[C@H](C)NC(=O)CCC(C)C
NPA020742	C[C@H]1[C@H](C/C=C\C=C\C=C\[C@@H](CC(=O)NC2=CC(=CC(=C2)CC/C=C(/[C@H]1O)\C)O)OC)OC(=O)[C@H](C)NC(=O)C3=CCCCC3
NPA020743	CC[C@H]([C@H]([C@H](C(C)C)NC(=O)/C=[N+](\[O-])/OC)O)C(=O)O
NPA020744	C[C@@H]([C@H]([C@@H](C(C)C)NC(=O)/C=[N+](\[O-])/OC)O)C(=O)O
NPA020745	CCC1C(C2C(O2)(/C=C/C(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3C(C(C(C(O3)C)O[C@@H]4CC[C@H]([C@@H](O4)C)O)N(C)C)O)CC=O)C)C)C
NPA020746	CCC1C(C2C(O2)(/C=C/C(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3[C@@H]([C@H](C([C@H](O3)C)OC4CC[C@H]([C@H](O4)C)O)N(C)C)O)CC=O)C)C)C
NPA020747	CN1[C@@H](CC2=CC=C(C=C2)OC3=C(C4=CC(=C3)[C@H](C(=O)N[C@@H](C1=O)C5=CC(=C(C(=C5)Cl)O)Cl)NC(=O)[C@@H](NC(=O)[C@@H](CC6=CNC7=C6C=CC4=C7)NC(=O)C(=O)C8=CC(=C(C(=C8)Cl)O)Cl)C9=CC(=C(C(=C9)Cl)O)Cl)O)C(=O)NC(C1=CC=C(C=C1)O)C(=O)O
NPA020748	C[C@H]1[C@@H](O1)[C@H]2[C@@](O2)(C)C3=CC(=O)C4=C(C=C5C(=C4O3)C(=O)C6=C(C5=O)C=CC(=C6O)[C@@H]7C[C@@]([C@H]([C@@H](O7)C)O)(C)N(C)C)C
NPA020749	C[C@@H]1CC[C@@H](OC12[C@H](C[C@@H](O2)[C@H]3[C@@H](C[C@@H]([C@](O3)(CO)O)C)C)C)[C@@]4([C@@H](C[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)O)C)O)O[C@H]6CC[C@@H]([C@H](O6)C)OC)C
NPA020750	CCC1=C(C=C(C=C1O)[C@@H](C(=O)NCC(=O)O)N=C(N)N)O
NPA020751	CC(C)C1=C(C=C(C=C1O)[C@@H](C(=O)NCC(=O)O)N=C(N)N)O
NPA020752	C[C@H]1[C@@H](C[C@H]2C(O1)O[C@@H]3[C@H](OC(C[C@H]3O2)C4=C(C5=C(C=C4)C(=O)C6=C(C5=O)C=C[C@]7([C@]6(C(=O)C[C@](C7)(C)OC8CCC(C(O8)C)OC9C=CC(=O)C(O9)C)O)O)O)C)O
NPA020753	CC[C@H](C[C@H]1[C@H](CC[C@]2(O1)C[C@@H]3[C@@H]([C@H](O2)C[C@@]4([C@@H](C[C@@H](CO4)C)/C=C\CCC[C@@]([C@@H](C[C@H]([C@H]([C@H]([C@@](/C=C/C(=O)O3)(C)O)O)C)O)O)(C)O)O)C)C)O
NPA020754	CCCCCC[C@@H](C)/C=C(\C)/C=C/C(=O)N[C@H]1CC2([C@@H]3[C@@H](O3)C(=O)[C@@H]4[C@H]2O4)O[C@H]1O
NPA020755	CC/C=C/C=C\[C@@]1(C(=O)C2=C(O1)O[C@H](CC2=O)C)C
NPA020756	CC(=O)N[C@@H](CSCC1=C(C=C2C(=C1O)C(=O)C=C(C2=O)OC)OC)C(=O)O
NPA020757	CC1=CC(=O)C2=CC(=C(C(=C2C1=O)O)CSC[C@@H](C(=O)O)NC(=O)C)OC
NPA020758	CC1=C(C(=O)C2=CC(=C(C(=C2C1=O)O)CSC[C@@H](C(=O)O)NC(=O)C)OC)OC
NPA020759	CC1=C(C(=O)C2=CC(=C(C(=C2C1=O)O)CSC[C@@H](C(=O)O)NC(=O)C)O)OC
NPA020760	CC(=O)N[C@@H](CSCC1=C(C=C2C(=O)C=C(C(=O)C2=C1O)CO)OC)C(=O)O
NPA020761	CC(=O)N[C@@H](CSCC1=C(C=C2C(=C1O)C(=O)C(=C(C2=O)OC)CO)OC)C(=O)O
NPA020762	CC(C(=[N+]=[N-])C(=O)OCC(C(=O)O)N)O
NPA020763	CC(CCC/C=C/C=C/CCCC(=O)/C=C/C=C/CCCCCN(C(=N)N)O)C(CC(CC(C(C(=O)NCC(=O)O)O)O)O)O
NPA020764	C(CC/C=C/C=C/C(=O)CCC/C=C/C=C/CCCCC(CC(CC(C(C(=O)NCC(=O)O)O)O)O)O)CCN(C(=N)N)O
NPA020765	CCCCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
NPA020766	CCCCC/C=C/CC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
NPA020767	CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
NPA020768	C/C=C/C=C/[C@H]1C([C@H]([C@H]([C@@](O1)([C@@H](CO[C@@H]2C[C@@H]([C@@H]([C@@H](O2)C)O)OC)C(=O)NC/C=C/C=C(\C)/[C@H]([C@H](C)[C@@H]3C[C@@H]([C@H](O3)/C=C/C=C/C=C/C(=O)O)O)OC)O)O)O)(C)C
NPA020769	C/C=C/C=C/[C@H]1C([C@H]([C@@H]([C@](O1)([C@H](CO[C@H]2C[C@@H]([C@@H]([C@@H](O2)C)O[C@@H]3C[C@@H]([C@H]([C@@H](O3)C)O[C@H]4C[C@@H]([C@@H]([C@@H](O4)C)O)OC)OC)OC)C(=O)NC/C=C/C=C(\C)/[C@@H]([C@@H](C)[C@@H]5C[C@@H]([C@H](O5)/C=C/C=C/C=C\C(=O)O)O)OC)O)O)OC(=O)CC6=CC=CC=C6)(C)C
NPA020770	C/C=C\C=C\[C@H]1C([C@H]([C@H]([C@](O1)([C@H](CO[C@H]2C[C@H]([C@H]([C@H](O2)C)O[C@@H]3C[C@H]([C@H]([C@@H](O3)C)O[C@H]4C[C@@H]([C@@H]([C@@H](O4)C)O)OC)OC)OC)C(=O)NC/C=C/C=C(\C)/[C@H]([C@H](C)[C@H]5C[C@@H]([C@@H](O5)/C=C/C=C/C=C/C(=O)O)O)OC)O)OC(=O)CC6=CC=CC=C6)O)(C)C
NPA020771	C/C=C\C=C\[C@H]1C([C@H]([C@@H]([C@](O1)([C@@H](CO[C@H]2C[C@H]([C@H]([C@H](O2)C)O[C@@H]3C[C@@H]([C@@H]([C@@H](O3)C)O)OC)OC)C(=O)NC/C=C\C=C(/C)\[C@H]([C@@H](C)[C@@H]4C[C@H]([C@@H](O4)/C=C/C=C/C=C\C(=O)O)O)OC)O)OC(=O)CC5=CC=CC=C5)O)(C)C
NPA020772	C/C=C/C=C\[C@H]1C([C@@H]([C@@H]([C@@](O1)([C@H](CO[C@H]2C[C@H]([C@H]([C@H](O2)C)O)OC)C(=O)NC/C=C\C=C(/C)\[C@@H]([C@H](C)[C@@H]3C[C@H]([C@@H](O3)/C=C\C=C\C=C/C(=O)O)O)OC)O)O)OC(=O)CC4=CC=CC=C4)(C)C
NPA020773	C/C=C\C=C\[C@@H]1C([C@@H]([C@H]([C@@](O1)([C@H](CO[C@@H]2C[C@H]([C@H]([C@H](O2)C)O)OC)C(=O)NC/C=C/C=C(\C)/[C@H]([C@H](C)[C@@H]3C[C@H]([C@@H](O3)/C=C\C=C/C=C/C(=O)O)O)OC)O)OC(=O)CC4=CC=CC=C4)O)(C)C
NPA020774	COC1=C(C=CC(=C1)/C=C/C(=O)NC2=C(CCC2=O)O)O
NPA020775	CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C=C(C=C4C3=O)O)O)O)C(=O)O
NPA020776	CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C=C(C=C4C3=O)OC)O)O)C(=O)O
NPA020777	C1[C@@H]2C3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5C(=O)N2[C@@H]6[C@]1(C7=CC=CC=C7N6)O
NPA020778	C1=CC=C2C(=C1)C(=CN2)C[C@H]3C(=O)NC4=CC=CC=C4C5=NC6=CC=CC=C6C(=O)N35
NPA020779	C1=CC=C2C(=C1)C(=CN2)C[C@H]3C4=NC5=CC=CC=C5C(=O)N4C6=CC=CC=C6C(=O)N3
NPA020780	CC(C)C[C@H]1C(=O)N2[C@H](N1O)[C@@](C3=CC=CC=C32)(C[C@H]4C5=NC6=CC=CC=C6C(=O)N5C7=CC=CC=C7C(=O)N4)O
NPA020781	CCCCCCCC(CCCCCCC(=O)CCN(C(=O)[C@H](CO)N)O)O
NPA020782	CCCCCC(CCCCCCC(=O)CCN(C(=O)[C@H](CO)N)O)O
NPA020783	C1=CC(=O)C(=C(C(=C1)O)O)O
NPA020784	CNC1C(C(COC1OC2C(C(C(C(C2OC(=O)N)O)OC(=O)N)OC3C(C(C(C(O3)CO)O)N)O)O)OC4C(C(C(C(O4)C(CO)O)O)O)O)O
NPA020785	C[C@H]1[C@H](CC[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)C3=C(C4=C(C=C3)C(=O)C5=C(C4=O)C=C[C@]6([C@]5(C(=O)C[C@](C6)(C)O)O[C@H]7CC[C@@H]([C@@H](O7)C)O)O)O)O
NPA020786	CC[C@]1(CC(=O)C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O
NPA020787	CC1=CC2=CC3=C(C4=C(C5=C(C6=C4[C@H](C3)OCO6)OC7=C(C5=O)[C@H](C[C@@H]([C@@H]7OC)O)OC)O)C(=C2C(=O)N1/N=C(/C)\C(=O)C)O
NPA020788	CC1=C(C2=CC3=C(C4=C(C5=C(C6=C4[C@@H](C3)OCO6)OC7=C(C5=O)[C@@H](C[C@@H]([C@H]7OC)O)OC)O)C(=C2C(=O)N1/N=C(\C)/C(=O)C)O)Cl
NPA020789	CC1=C(C2=CC3=C(C4=C(C5=C(C6=C4[C@H](C3)OCO6)OC7=C(C5=O)[C@H](C[C@@H]([C@H]7OC)O)OC)O)C(=C2C(=O)N1N=C(C)C)O)Cl
NPA020790	CC1=CC2=CC3=C(C4=C(C5=C(C6=C4[C@H](C3)OCO6)OC7=C(C5=O)[C@@H](C[C@H]([C@H]7OC)O)OC)O)C(=C2C(=O)N1)O
NPA020791	CC1=CC2=CC3=C(C4=C(C5=C(C6=C4[C@H](C3)OCO6)OC7=C(C5=O)[C@@H](C[C@@H]([C@@H]7OC)O)OC)O)C(=C2C(=O)N1N)O
NPA020792	CC1=C(C2=CC3=C(C4=C(C5=C(C6=C4[C@H](C3)OCO6)OC7=C(C5=O)[C@@H](C[C@@H]([C@H]7OC)O)OC)O)C(=C2C(=O)N1)O)Cl
NPA020793	CC1=C(C2=CC3=C(C4=C(C5=C(C6=C4[C@@H](C3)OCO6)OC7=C(C5=O)[C@@H](C[C@H]([C@H]7OC)O)OC)O)C(=C2C(=O)N1N)O)Cl
NPA020794	COC\1=N/C(=C\C2=CC=CC=C2)/C(=O)N/C1=C\C3=CC=CC=C3
NPA020795	CC(C)C(=C)CC[C@]1([C@H]2C[C@@H]3[C@@H]4[C@@]2(CC[C@H]5[C@@]46[C@@H](O6)C[C@@H]7[C@@]5(CC[C@@H](C7)O)C)[C@@H](O3)O1)C
NPA020796	CC1C2C(CC(O1)OC3CC(CC4=C(C5=C(C(=C34)O)C(=O)C6=C(C5=O)C=CC=C6O)O)(C(=O)C)O)NC(C(OC(O2)CC(C)O)C)O
NPA020797	CC1C=NC2CC(OC(C2OC(O1)CC(C)O)C)OC3CC(CC4=C(C5=C(C(=C34)O)C(=O)C6=C(C5=O)C=CC=C6O)O)(C(=O)C)O
NPA020798	CCC1/C=C(/C(C/C=C/C=C(/C(=O)OC(C/C=C(/C=C(/[C@H]1O[C@@H]2[C@@H](C([C@H](C(O2)(C)C)O)O)OC(=O)C(C)C)\C)\C)C(C)O)\CO[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)C)O)OC)O)\C
NPA020799	CCC1/C=C(/C(C/C=C/C=C(/C(=O)OC(C/C=C(/C=C(/[C@H]1O[C@@H]2[C@@H](C([C@H](C(O2)(C)C)O)O)OC(=O)C(C)C)\C)\C)C(C)O)\CO[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)\C
NPA020800	C[C@@H]1[C@H](/C=C/O[C@]2(C(=O)C3=C4C(=O)C=C(C(=O)C4=C(C(=C3O2)C)O)NC(=O)/C(=C/C=C/[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1OC(=O)C)C)O)C)O)[C@@H](C)OC(=O)C(C)(C)CC(=O)O)/C)C)O[C@@H]5C[C@H]6[C@@H]([C@@H](O5)C)OCO6
NPA020801	C/C=C(/C(=O)O[C@@H]1[C@@H](O[C@H]([C@@H]([C@@H]1O[C@H]2C[C@H]([C@@]([C@H](O2)C)([C@H](C)O)O)OC)O)[C@@]3(CC(=O)C(=N)C(=C3O)C(=O)O)O)COC(=O)C)\N=C=S
NPA020802	C/C=C(/C(=O)O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O[C@H]2C[C@H]([C@@]([C@H](O2)C)(C(=O)C)O)OC)O)[C@@]3(CC(=O)C(=N)C(=C3O)C(=O)O)O)COC(=O)C)\N=C=S
NPA020803	C/C=C(\C(=O)O[C@@H]1[C@H](O[C@H]([C@@H]([C@@H]1O[C@H]2C[C@@H]([C@]([C@@H](O2)C)([C@H](C)OC(=O)C)O)OC)O)[C@]3(CC(=O)C(=N)C(=C3O)C(=O)O)O)COC(=O)C)/N=C=S
NPA020804	CCC(=O)O[C@@H](C)[C@]1([C@H](O[C@@H](C[C@@H]1OC)O[C@H]2[C@H]([C@@H](O[C@@H]([C@@H]2OC(=O)/C(=C\C)/N=C=S)COC(=O)C)[C@@]3(CC(=O)C(=N)C(=C3O)C(=O)O)O)O)C)O
NPA020805	C/C=C(/C(=O)O[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O[C@@H]2C[C@H]([C@@]([C@H](O2)C)([C@H](C)OC(=O)CC(C)C)O)OC)O)[C@]3(CC(=O)C(=N)C(=C3O)C(=O)O)O)COC(=O)C)\N=C=S
NPA020806	C[C@H]1C2=C([C@H]3[C@@H](O1)CC(=O)O3)C(=O)C4=C(C2=O)C=C(C=C4O)C5=CC6=C(C(=C5)O)C(=O)[C@]78[C@H]9[C@@H](CC(=O)O9)O[C@@H]([C@@]7(C6=O)O8)C
NPA020807	C[C@H]1CC[C@H]([C@H]2CC[C@H]([C@@]3([C@H]1C=C([C@H]([C@H]23)O)CO)O)C)C(C)C
NPA020808	CC(C)C[C@@H](C(=O)N[C@H](CCN(C)C(=N)N)CC(=O)N[C@@H]1C=C[C@H](O[C@H]1C(=O)O)N2C=C(C(=NC2=O)N)CO)N
NPA020809	C[C@@H](C(=O)N[C@@H](CNC(=O)[C@H]1[C@@H](O1)C(=O)N)C(=O)O)N
NPA020810	CCCCCC[C@H]1[C@@H](OC1=O)C[C@H](CCCCC)OC(=O)[C@H](C(C)C)NC=O
NPA020811	CC[C@@H]\1CC[C@@H]2[C@H]([C@@H]([C@]([C@]3(O2)C(=O)C[C@@H]([C@@H](O3)C[C@@H](C)O)C)(C)O)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@@H](C(=O)[C@@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C
NPA020812	CCCCCC[C@H](CCCCCC/C=C/[C@H]([C@H]([C@H]([C@@H](C(=O)O)N)O)OC(=O)C)O)O
NPA020813	C1O[C@@H](C2=CC(=CC(=C2O1)Cl)Cl)C3=C(C(=C(N3)Cl)Cl)[N+](=O)[O-]
NPA020814	CC(CCN(C)C(=N)N)C(C(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N
NPA020815	C(C(C(C(C1C(NC(=O)N1)O)O)O)O)O
NPA020816	CC[C@H]1[C@H]([C@@H]2C3=C(C[C@](O1)(O2)CC(=O)O)C=C4C(=O)C=CC(=O)C4=C3O)C
NPA020817	CC[C@@H](C)/C=C/C(=O)N1C[C@H](C[C@H]1C(=O)N[C@H](C[C@@H](C)C[C@@H](CC(=O)CC)O)C(=O)N[C@H]([C@@H](C(C)C)O)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)N[C@@H](C)C[N+](C)(C)[O-])C
NPA020818	CC[C@@H](C)/C=C\C(=O)N1C[C@H](C[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]([C@H](C(C)C)O)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)N[C@@H](C)C[N+](C)(C)[O-])C
NPA020819	CC(C)C[C@@H](C(=O)N[C@@H](C(CC(=O)O)[N+](=O)[O-])C(=O)O)N
NPA020820	CC(C)CCCCCCC(=O)CCCCCCCN=[N+](C=C)[O-]
NPA020821	CC(C)CCCCCC(=O)CCCCCCCN=[N+](C=C)[O-]
NPA020822	C[C@@H](CCC(=O)C[C@@H](C(=O)O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)O
NPA020823	CC(=O)NC1CC2=CC(=CC=C2)OC3=C(C=CC(=C3)CC(NC(=O)C(NC1=O)CC4=CC=C(C=C4)O)C(=O)O)O
NPA020824	CC[C@H](C)CCCCCCCCCCC(=O)N[C@H]1C[C@@H]([C@@H](NC(=O)[C@H]2[C@@H]([C@@H](CN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](NC1=O)[C@H](C)O)O)[C@H]([C@H](C4=CC=C(C=C4)O)O)O)CO)C)O)O)O
NPA020825	CCCCCC[C@@H](CCCCCCC(=O)CCN(C(=O)[C@@H](CO)N)O)O
NPA020826	CC(C)CCCCC(=O)CCCCCCC(=O)CCN(C(=O)[C@H](CO)N)O
NPA020827	CC[C@H](C)CCCC(=O)CCCCCCC(=O)CCN(C(=O)[C@@H](CO)N)O
NPA020828	C[C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@@H](C7C(=O)N[C@@H](C8=CC(=CC(=C8C9=C(C=CC(=C9)[C@@H](C(=O)N7)NC(=O)[C@@H]5NC(=O)[C@@H](NC(=O)[C@@H]([C@@H](C1=CC=C(O4)C=C1)O)NC(=O)[C@H](C1=CC=C(C=C1)O)N)CC1=CC=CC=C1)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@@H]1C[C@@H]([C@H]([C@@H](O1)C)OC)N)Cl)CO)O)O)O)O)O
NPA020829	CO[C@H]1[C@@H]2C[C@@H](CN2C(=O)C3=CC=CC=C3N1)O
NPA020830	C([C@@H]1[C@@H]([C@@H]([C@H](C(N1)O)O)O)O)O
NPA020831	C[C@@H]1C[C@@H](C(=O)/C=C/[C@@H]2[C@@H](O2)[C@H]([C@@H](OC(=O)/C=C/[C@@H]([C@@H]1O[C@H]3[C@@H]([C@]4(C[C@H](O3)C)[C@@H](OC(=O)O4)C)O)C)C)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C)O)OC)OC)C
NPA020832	C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@@H](C=CC2=C1)C)CC[C@@H]3C[C@H](CC(=O)O3)O)OC(=O)C[C@@H](C)O
NPA020833	C[C@H]1C[C@H]([C@H]([C@@H](/C=C(\[C@H]([C@@H](/C=C/C=C(\C(=O)NC2=CC(=O)C=C([C@@H]1OC)C2=O)/C)OC)OC(=O)N)/C)C)O)OC
NPA020834	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@H](O3)CO)CO
NPA020835	C[C@H]1[C@@H]([C@H](C[C@H](O1)C2=C(C=C3C=C(C4=C(C3=C2O[C@@H]5C[C@@H]([C@@H]([C@H](O5)C)O)N(C)C)C(=O)C6=C(C4=O)C(=CC=C6)O)O)C)N(C)C)O
NPA020836	C[C@H]1[C@@H]([C@H](C[C@H](O1)C2=C(C=C3C=C(C4=C(C3=C2O[C@@H]5C[C@@H]([C@H]([C@H](O5)C)O)N(C)C)C(=O)C6=C(C4=O)C(=CC=C6)O)O)C)N(C)C)O
NPA020837	C1C(C(C(C(C1(CO)O)O)O)O)NC2C=C(C(C(C2O)O)O)CO
NPA020838	C1[C@H]([C@H]([C@H]([C@@H]([C@@]1(CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)N[C@@H]3C=C([C@H]([C@H]([C@H]3O)O)O)CO
NPA020839	CC(C)C[C@H](CC(=O)NO)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)O
NPA020840	CCC[C@@H](CC(=O)NO)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C(C)C)C(=O)O
NPA020841	CC/C=C/C=C/C=C/C=C/C=N/NN=O
NPA020842	CCCCCC/C=C/C=C/C=N/NN=O
NPA020843	CC1C(C(CC(O1)OC2C(OC(CC2(C)N=O)OC3C(OC(CC3O)O[C@H]4[C@H](C[C@@H]5CC6=C7C(=C(C=C6[C@]4(O5)C)O)C(=O)C8=C(C9=C(C=C8C7=O)[C@H]([C@](C[C@@H]9OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC(=O)/C(=C/C(=O)O)/C)OC)(C)N=O)O)O)(C)O)C(=O)OC)O)N(C)C)C)C)O)O
NPA020844	CNCC(=O)N[C@H](CN=C(N)N)C(=O)N[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1C(=O)NCCCNCCCCN)N2C=CC(=NC2=O)N)O)O
NPA020845	CNCC(=O)N[C@H](CN=C(N)N)C(=O)N[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1C(=O)N)N2C=CC(=NC2=O)N)O)O
NPA020846	CC[C@@H]1[C@@H](/C=C(/[C@H]([C@H](/C=C(/CC(=O)[C@@H]([C@H](C(=O)O1)C)O)\C)C)O)\C)C
