NPAID	SMILES
NPA020847	CC[C@H]1[C@H](/C=C(/[C@@H]([C@H](CC(=O)/C=C(/[C@@H]([C@@H](C(=O)O1)C)O)\C)C)O)\C)C
NPA020848	CC[C@H]1[C@](/C=C(/C[C@H](C[C@@]2(C[C@@](CO2)(C(=O)[C@@H](C(=O)O1)C)O)OC)C)\C)(C)O
NPA020849	CN1CC[C@@H]2[C@H](C1=O)N=C(N2)N[C@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)CO)OC(=O)N)O)NC(=O)C[C@H](CCCN)N
NPA020850	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C(=C3C(=C2)C(=C4C(=C3O)C(=O)[C@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)OC)O)C)C(=O)OC)OC)OC)OC
NPA020851	C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C(C(=O)[C@@]5(C4=O)O)OC)OC)OC)OC)OC
NPA020852	C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)OC)O)OC)OC
NPA020853	C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@]5(C(=O)C=C([C@@H]([C@]5(C4=O)O)O)OC)OC)OC)O)OC
NPA020854	C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@@H]([C@]5(C4=O)O)O)OC)O)O)OC)OC
NPA020855	CC1=C2C(=O)C=C(OC2=C3C(=C1)C(=O)C4=C(C3=O)C(=CC=C4)O)C5(CO5)C6CO6
NPA020856	CC[C@H]([C@@H](C)[C@@H]([C@@H](C)[C@@H]([C@@H](C)[C@@H]1[C@H]([C@@H]2[C@H](O2)[C@@H](CCC[C@@H](C[C@H](C[C@@H]3C[C@@H]([C@H]([C@](O3)([C@H]([C@H]([C@@H](CCCC[C@H](C[C@H](C/C=C/C(=O)O1)O)O)C)O)O)O)O)OS(=O)(=O)O)OC(=O)CC(=O)O)O)O)C)O)O)O[C@@H]4C[C@H]([C@H]([C@@H](O4)C)OC)OC(=O)C5=CC(=C(C=C5)NC)O[C@@H]6CC[C@@H]([C@H](O6)C)O
NPA020857	CC[C@]1(C[C@@H](C2=C(C3=C(C(=C2[C@H]1C(=O)O)O)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)O
NPA020858	CC[C@]1(CCC2=C(C3=C(C(=C2[C@H]1OC4CC(C(C(O4)C)OC5CC(C(C(O5)C)OC6CCC(C(O6)C)O)O)N(C)C)O)C(=O)C7=C(C3=O)C(=CC=C7)O)O)O
NPA020859	CC[C@]1(CCC2=C(C3=C(C(=C2[C@H]1OC4CC(C(C(O4)C)OC5CCC(C(O5)C)OC6CCC(C(O6)C)O)N(C)C)O)C(=O)C7=C(C3=O)C(=CC=C7)O)O)O
NPA020860	CC(C)C[N+](=NC(=C)C(=O)O)[O-]
NPA020861	C1=CC(=C(C=C1O)/C=C/NC=O)O
NPA020862	CC1=CC2=C(C(=C1)O)C(=O)C3=C(O2)C(=CC(=O)O[C@@H]3C(=O)OC)Br
NPA020863	CC[C@H](/C=C(\C)/[C@H]1[C@@H](CC[C@@](O1)([C@](CC)(C(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H]3CCCNN3C(=O)[C@H](N(C(=O)[C@H](N(C(=O)[C@@H]4CCCNN4C2=O)O)COC)C)C)[C@H](C)O)C(C)C)O)O)C)C(=O)/C(=C/C)/C
NPA020864	CC1C(C(CC(O1)C2=CC(=C(C3=C2C(=O)C4=CC(=C5C(=O)C=C(OC5=C4C3C6=CC=C(N6O)C(=O)NCCC(=O)O)C7(C(O7)C8C(O8)C)C)C)O)C9CC(C(C(O9)C)O)(C)N(C)C)N(C)C)O
NPA020865	CC(=O)N[C@@H](CCCN(C=O)O)C(=O)N[C@@H](CO)C(=O)N(CCC[C@H]1C(=O)N[C@H](C(=O)N1)CCCN(C=O)O)O
NPA020866	C[C@@H]1[C@H](C(=O)[C@]2([C@H]([C@]1(C)C[C@H]([C@@]3(CO3)C(=O)C=O)O)CCC=C2C)C)O
NPA020867	C[C@@H]1C[C@@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@H](O2)[C@@]3(CC[C@H](O3)[C@]4(C[C@@H]([C@@]5(O4)[C@H]([C@@H](C[C@@H](O5)C[C@H](CC[C@H](C)/C=C(/C)\C(=O)O)O)OC)C)C)C)C)C)(CO)O)C
NPA020868	C[C@@H]1CC[C@H](OC(=O)/C(=C/[C@@H]([C@@H]([C@H](C(=O)CC[C@@H](NC(=O)CC1=O)C)C)O)C)/C)/C=C/[C@@H](C)CC[C@H](/C(=C/C=C)/C)O
NPA020869	CC(C)C[C@H]1C(=O)N2C(N1)[C@@](C3=CC=CC=C32)(C[C@H]4C5=NC6=CC=CC=C6C(=O)N5C7=CC=CC=C7C(=O)N4)O
NPA020870	C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O
NPA020871	C[C@H]1C[C@H]([C@@](O[C@@H]1[C@@H]2C[C@@H]([C@@]3(O2)[C@@H](CC[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)/C(=C/[C@H](C)C(=O)O)/C)C)O)C)CO[C@H]6CC[C@@H]([C@H](O6)C)OC)C)(C)O)C
NPA020872	C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)OC)OC)OC)OC
NPA020873	COC1=C2C(=CC(=C1)C=C)C(=O)OC3=C4C=CC=C(C4=C(C=C23)OC)O
NPA020874	CC1C(C(C(C(O1)OC2=CC=C(C=C2)/C=C/C(=O)NCCCNCCCCN)N=C(N)N)O)NC(=O)NC3C(C(C(CO3)O)O)NC(=O)N
NPA020875	CCCC1=C(C(=C(C(=C1Cl)OC)Cl)O)C(=O)O
NPA020876	CCC(=O)/C=C(/C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=CC=C3O)CC(=O)O)\O
NPA020877	C1[C@H](C2=C(NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)Cl)O
NPA020878	C[C@H]1C[C@H]([C@@H]([C@@H]1O)O)N2C=NC3=C2N=CNC3=O
NPA020879	C1=NC2=C(N1O)C(=O)NC(=N2)N
NPA020880	CCCCC/C=C/C=C/C(=O)OC1C(OC(CC1O)C2=C(C3=C(C=C2)C(=O)C4=C(C3=O)C=CC5(C4(C(=O)C=C(C5)C)O)O)O)C
NPA020881	C1=C2[C@@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O[C@]1([C@@H](C(=O)O)O)C(=O)O
NPA020882	C[C@@H]1CC2=C(C(=C3C(=C2)C(=C(C(=C4C(=O)C5=C(C6=C(C[C@H](OC6=O)C)C=C5C(=O)C4=O)O)C3=O)N)O)O)C(=O)O1
NPA020883	CC1CC2=CC(=C3C(=C2C(=O)O1)C(=O)C(=O)C(=C3O)C4=C(C5=C(C=C6CC(OC(=O)C6=C5C(=O)C4=O)C)O)O)O
NPA020884	C/C=C(/C(=O)N[C@H](CO)C(=O)O)\NC(=O)[C@H]1CCCN1C(=O)[C@@H]2CCCCN2C(=O)[C@@H]([C@H](C)N)NC(=O)[C@H]([C@@H](C)CCN=C(N)N)N
NPA020885	C[C@@H](C(=O)N[C@H](CCCN=C(N)N)[C@H](CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)[C@@H](CC(=O)OCC1=C(N2[C@H]([C@@](C2=O)(NC=O)NC(=O)CCC[C@@H](C(=O)O)N)SC1)C(=O)O)O)O)N
NPA020886	CCCCC/C=C\C=C/C(=O)OC[C@H]([C@@H]1[C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2OC(=O)/C=C\C=C\C[C@@H](/C=C/C=C\CCC)O)O)C3=C(C=C(C=C3CO)O)O)CO)O)O)O
NPA020887	C1[C@@H](C(=O)N1[C@H](C2=CC(=C(C=C2)O)Cl)C(=O)O)NC(=O)/C(=N/O)/C3=CC=C(C=C3)OCC[C@H](C(=O)O)N
NPA020888	CCC(=O)N[C@H]1CCSC1=O
NPA020889	CC(=O)N[C@H]1CCSC1=O
NPA020890	C[C@H]([C@H](C1=NC=C(C=C1)O)O)[C@@H](C(=O)N[C@H]([C@@H]2[C@@H]([C@@H]([C@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)N[C@H](CCO)C(=O)O)N
NPA020891	C[C@H]([C@H](C1=NC=C(C=C1)O)O)[C@@H](C(=O)N[C@@H]([C@H]2[C@H]([C@H]([C@H](O2)N3C=C(NC3=O)C=O)O)O)C(=O)N[C@H](CCO)C(=O)O)N
NPA020892	C1=CC(=NC=C1O)[C@H](C[C@@H](C(=O)N[C@H]([C@H]2[C@H]([C@@H]([C@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N)O
NPA020893	C1=CC(=NC=C1O)[C@H](C[C@H](C(=O)N[C@H]([C@H]2[C@@H]([C@@H]([C@@H](O2)N3C=C(NC3=O)C=O)O)O)C(=O)O)N)O
NPA020894	C1=CC=NC(=C1)[C@@H](C[C@@H](C(=O)N[C@H]([C@H]2[C@@H]([C@@H]([C@@H](O2)N3C=C(NC3=O)C=O)O)O)C(=O)O)N)O
NPA020895	C1=CC=NC(=C1)[C@H](C[C@H](C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N)O
NPA020896	CCCCOP(=O)(O)O[C@H]1[C@@H](O[C@H]([C@H]1O)N2C=NC3=C2N=CN=C3N)CO
NPA020897	C([C@@H]1[C@H]([C@@H]([C@@H](C(N1)O)O)O)O)O
NPA020898	C[C@@H]1C=C([C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O)OC
NPA020899	CCC[C@@H](C)/C=C(\C)/[C@@H]([C@H](C)/C=C/CC[C@H]([C@H](C)[C@@H]([C@H](C)[C@@H]([C@H](C)[C@@H]1[C@H](CC[C@H](O1)[C@H](C)C(=O)O)C)O)O)O)O
NPA020900	C1[C@@H]([C@@H](O1)C(=O)O)N
NPA020901	C1=CC2=C(C(=C1)O)N=C3C=C(C=C(C3=N2)C(=O)O)O
NPA020902	C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)N
NPA020903	CC[C@]1(C[C@H](N=C1C2=C(C=CC=N2)O)C(=O)N)O
NPA020904	CC1CC/C=C(\C(C(C(CC(CC(CC2CC(C(C(O2)(CC(C(CCC(C(C(CC(C(/C=C/C(C(C(=O)OC1C(C)C/C(=C/CCCCCN=C(N)N)/C)C)OC(=O)CC(=O)O)C)O)O)C)O)C)O)O)O)O)O)O)O)C)O)/C
NPA020905	CC1CC/C=C(\C(C(C(CC(CC(CC2CC(C(C(O2)(CC(C(CCC(C(C(CC(C(/C=C/C(C(C(=O)OC1C(C)C/C(=C/CCCCCNC(=NC)N)/C)C)OC(=O)CC(=O)O)C)O)O)C)O)C)O)O)O)O)O)O)O)C)O)/C
NPA020906	C1=C(NC=N1)C[C@@H](C(=O)O)NCCN[C@@H](CCCN=C(N)N)C(=O)O
NPA020907	CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=C(C=C2)O)P(=O)(O)O)NC
NPA020908	CCCCCCCCCCC[C@H]1CC(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N3CCC[C@@H]3C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N4CC[C@H]([C@H]4C(=O)N[C@@H](C(=O)O1)[C@@H](C(=O)O)O)O)CO)[C@@H](C(=O)O)O)CCCN=C(N)N)CO
NPA020909	COC1=CC=CC2=C1C(=CN2C3C(C(CC(O3)C(=O)OC)O)O)CC#N
NPA020910	C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCP(=O)(C)O)N
NPA020911	C1C(C1=O)CO
NPA020912	C/C=C\[C@H]1C[C@H]2C(=O)O[C@H](C)[C@@H](NC(=O)[C@H](CC3C[C@H]3[NH2+2]([O-])[O-])NC(=O)c3ccc(Cl)n3O)C(=O)NC([C@H](C)c3ccccc3)C(=O)NC(CC3C[C@H]3[NH2+2]([O-])[O-])C(=O)N[C@@H]([C@H](C)c3ccccc3)C(=O)NC([C@@H](C)CC)C(=O)N2C1
NPA020913	C[C@@]1(O[C@@H]2C=C(C[C@H]([C@H]2O1)O)C(=O)OC)C(=O)N
NPA020914	C1=CC(=CC=C1/C=C\NC=O)O
NPA020915	C#CC#CC=C=C[C@H]1[C@@H](O1)[C@H]2[C@@H](O2)[C@@H]([C@H]3CCC(=O)O3)O
NPA020916	C#CC#CC=C=C[C@@H]1[C@H](O1)[C@H](/C=C\[C@H]2CCC(=O)O2)O
NPA020917	CC(C)C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)N
NPA020918	CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)O)N
NPA020919	CC1=C(C2=C(C=C1)[C@@](C3=CC(=C(C(=C3C2=O)C)C(=O)O)O)(C)OO[C@@]4(C5=C(C(=C(C=C5)C)O)C(=O)C6=C(C(=C(C=C64)O)C(=O)O)C)C)O
NPA020920	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)C/C=C(\C)/CO)O[C@@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O
NPA020921	CC1CCC(C(C(CC(C(C=CC(=O)OC(C(/C=C\C(C(C(CC(CC(CC2CC(C(C(O2)(CC1O)O)O)O)OC(=O)CC(=O)O)O)O)C)O)C)C(C)CC(C)CCC/C=C/CCCN=C(N)N)C)O)O)C)O
NPA020922	CCC1=CC2=C(C3=C(C(=C2[C@H](C1)O[C@@H]4C[C@@H]([C@@H]([C@@H](O4)C)O)N)O)C(=O)C5=C(C3=O)C=CC=C5O)O
NPA020923	CCCC1C(=O)NCC(CC(C(CC/C(=C/C=C/C(CCCC(=O)CCCCC(/C=C(/C(=O)O1)\C)C)CC)/COC)O)O)O
NPA020924	CC(=O)N[C@@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCN)N)N)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1NC2=N[C@H]3[C@@H](N2)[C@@H](CNC3=O)O)CO)OC(=O)N)O
NPA020925	CC(=O)NCCCC(CC(=O)NCCCC(CC(=O)NC1C(C(C(OC1NC2=NC3C(N2)C(CNC3=O)O)CO)OC(=O)N)O)N)N
NPA020926	C[C@@H](C1C2CC([C@@H](N2C1=O)C(=O)O)SCCNC(=O)C)O
NPA020927	C1=CC(=CC=C1CC(CC(=O)C(CCCN=C(N)N)N)C(=O)O)O
NPA020928	C1=CC=C(C=C1)CC(CC(=O)C(CCCN=C(N)N)N)C(=O)O
NPA020929	C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@]2(C)[N+](=O)[O-])O[C@@H]3[C@@H](O[C@H](C[C@@H]3O)O[C@H]4[C@@H]([C@H]([C@H]5OC6=C7C(=C(C=C6[C@@]4(O5)C)O)C(=O)C8=C(C9=C(C=C8C7=O)[C@H]([C@@](C[C@H]9O[C@H]1C[C@@H]([C@H]([C@H](O1)C)O[C@H]1C[C@H]([C@H]([C@H](O1)C)O[C@H]1C[C@H]([C@H]([C@H](O1)C)O[C@H]1C[C@H]([C@H]([C@H](O1)C)OC(=O)/C=C/C(=O)O)OC)OC)O)OC)(C)O)C(=O)OC)O)O)N(C)C)C)C)OC)O
NPA020930	C1=CC(=C(C=C1Br)C(=O)C2=C(C(=C(N2)Cl)Cl)Br)O
NPA020931	C1=CC(=C(C=C1Br)C(=O)C2=C(C(=C(N2)Cl)Br)Br)O
NPA020932	C1=CC(=C(C=C1Br)C(=O)C2=C(C(=C(N2)Br)Cl)Br)O
NPA020933	C1=CC(=C(C=C1Br)C(=O)C2=C(C(=C(N2)Br)Br)Br)O
NPA020934	CC(=C)C#C[C@@]12[C@@H](O1)[C@H]3[C@@]4(C[C@H](C(O3)(C)C)OC(=O)C)[C@@H](C2=O)O4
NPA020935	C[C@H]1[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H]3CSC[C@H](C(=O)N[C@@H](CS1)C(=O)NC(=C)C(=O)N[C@@H](C(=O)NCC(=O)N4CCC[C@H]4C(=O)N[C@@H](C(=O)N2)CC(C)C)CC5=CC=CC=C5)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CS[C@H]([C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC3=O)CC(=O)O)CC(=O)N)C(=O)N[C@H](CCCCN)C(=O)O)C)N)C(C)C)CCC(=O)N)CO)CC6=CNC7=CC=CC=C76
NPA020936	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)CO)CO)O)O)N[C@H]6C=C([C@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)C)NC9C=C([C@H]([C@@H]([C@H]9O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C)NC1C=C([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)O)O)CO)O)O)O)O)CO
NPA020937	C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@H]4[C@H](O[C@@H]([C@H]([C@H]4O)O)O[C@@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)CO)CO)CO)O)O)N[C@@H]6C=C([C@H]([C@H]([C@@H]6O)O)O)CO
NPA020938	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]3[C@@H]([C@H]([C@H](C=C3CO)N[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@H]5[C@@H](O[C@@H]([C@H]([C@H]5O)O)O[C@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@H]7[C@H](O[C@@H]([C@H]([C@H]7O)O)O[C@@H]8[C@@H]([C@H]([C@H]([C@@H](O8)CO)O)O)O)CO)CO)CO)C)O)O)CO)O)O)N[C@H]9C=C([C@H]([C@@H]([C@H]9O)O)O)CO
NPA020939	CC1/C=C/C=C(\C(=O)NC2=C(C(=O)C3=C(C2=O)C(=C(C(=C3C(=O)/C(=C\C(C(C(C(C(C(C(C1O)C)O)C(=O)OC)O)C)O)C)/C)OC)C)O)SC)/C
NPA020940	C[C@@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN)O
NPA020941	C1[C@@H]2[C@H](C(=O)N2C(=C1SCCN)C(=O)O)CO
NPA020942	CC[C@@]1(C[C@H](C2=C(C3=C(C(=C2[C@H]1O[C@H]4C[C@@H]([C@@H]([C@H](O4)C)O[C@H]5CC[C@@H]([C@H](O5)C)O[C@H]6C=CC(=O)[C@@H](O6)C)N(C)C)O)C(=O)C7=C(C3=O)C(=CC=C7)O)O)O[C@@H]8C[C@H]([C@H]([C@@H](O8)C)O[C@H]9C[C@H]1[C@@H]([C@@H](O9)C)O[C@H]2[C@@H](O1)CC(=O)[C@@H](O2)C)N(C)C)O
NPA020943	CC[C@@]1(C[C@H](C2=C(C3=C(C(=C2[C@@H]1O[C@@H]4C[C@@H]([C@H]([C@H](O4)C)O[C@@H]5C[C@@H]6[C@@H]([C@H](O5)C)O[C@@H]7[C@@H](O6)CC(=O)[C@H](O7)C)N(C)C)O)C(=O)C8=C(C3=O)C(=CC=C8)O)O)O[C@@H]9C[C@H]([C@H]([C@@H](O9)C)O[C@@H]1C[C@H]2[C@H]([C@@H](O1)C)O[C@@H]1[C@@H](O2)CC(=O)[C@@H](O1)C)N(C)C)O
NPA020944	CC[C@]1(C[C@H](C2=C(C3=C(C(=C2[C@H]1O[C@@H]4C[C@H]([C@H]([C@H](O4)C)O[C@@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@@H]6CCC(=O)[C@H](O6)C)O)N(C)C)O)C(=O)C7=C(C3=O)C(=CC=C7)O)O)O[C@H]8C[C@H]([C@H]([C@H](O8)C)O[C@H]9C[C@@H]1[C@H]([C@@H](O9)C)O[C@H]2[C@@H](O1)CC(=O)[C@H](O2)C)N(C)C)O
NPA020945	CC[C@H]1C[C@H](N(C1)C(=O)[C@H](C(C)C)N(C)C(=O)C(=O)CC)C(=O)N(C)[C@H]2[C@H](OC(=O)CNC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H]4C[C@H](CN4C(=O)[C@H](NC2=O)CC(C)C)C)CCC(C)C)C)C(C)C)C)CC(C)C)C
NPA020946	CC(=O)NCCS(=O)C1=C(C(=O)O)N2C(=O)[C@@H](C(C)(C)OS(=O)(=O)O)[C@H]2C1
NPA020947	CC(=O)NCCS(=O)C1=C(N2[C@H](C1)[C@H](C2=O)C(C)(C)O)C(=O)O
NPA020948	CCC(=O)[C@H](C)[C@@H]([C@@H](C)C[C@H](C)[C@@H]1[C@@H]([C@@H]([C@H](/C=C\[C@H](CCC/C=C(/[C@@H]2C(=CC[C@](O2)(CC(=O)O1)O)C)\C)O)C)O)C)O
NPA020949	CCC(=O)/C(=C/[C@@H](C)C[C@H](C)[C@@H]1[C@@H]([C@H]([C@@H](/C=C\[C@H](CCC/C=C(/[C@@H]2C(=CC[C@@](O2)(CC(=O)O1)O)C)\C)O)C)O)C)/C
NPA020950	C1=CC2=C(C=C1O)ONC2=O
NPA020951	CN[C@H]1[C@H]([C@@H]2[C@H](C[C@H]([C@H](O2)O[C@@H]3[C@H](C[C@H]([C@@H]([C@H]3O)O)N)O)N)O[C@@H]1O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
NPA020952	CNC1=CC2=NC3=C(C=CC(=C3)C(=O)O)OC2=CC1=O
NPA020953	C[C@H]([C@@H](C(=O)N[C@@H](CCCN(C(=O)C)O)C(=O)O)NC(=O)C1=C(C(=CC=C1)O)O)O
NPA020954	CCCCCCCC(CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)CC(C)C)O
NPA020955	CCC(C)CCCCC(CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)CC(C)C)O
NPA020956	CC(C)CC1C(=O)NCCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCN)CCN)CC(C)C)CC2=CC=CC=C2)CCN)NC(=O)C(CCN)N
NPA020957	CC[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C(C5=O)C)C(=O)O3)O)C)\C)C
NPA020958	C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C(C5=O)C)C(=O)O3)O)C)\C)O[C@@H]1C
NPA020959	C=C1[C@@H](C(=O)NC1=O)CCC(=O)O
NPA020960	C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2C[C@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C6=C(C=C5)[C@]7([C@@H]([C@H]([C@@H]([C@@H](O6)O7)O)N(C)C)O[C@H]8C[C@]([C@H]([C@H](O8)C)O[C@H]9C[C@@]([C@@H]([C@@H](O9)C)O[C@H]1C[C@H]([C@H]([C@H](O1)C)OC(=O)CCC(=O)O)OC)(C)[N+](=O)[O-])(C)[N+](=O)[O-])C)O)(C)O)N(C)C)O
NPA020961	C1=C(/C(=C\C=O)/OC1=O)N
NPA020962	C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)(C)C
NPA020963	C[C@@H]1[C@H](C/C=C\C=C\C=C\[C@H](CC(=O)NC2=CC(=O)C=C(C2=O)CC/C=C(/[C@H]1O)\C)OC)OC(=O)[C@@H](C)NC(=O)CC(C)C
NPA020964	CC[C@H](C)C(=O)N[C@@H](C)C(=O)O[C@H]1C/C=C\C=C\C=C\[C@@H](CC(=O)NC2=CC(=O)C=C(C2=O)CC/C=C(/[C@@H]([C@@H]1C)O)\C)OC
NPA020965	CCC1C(/C=C/C=C/C(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)CO
NPA020966	CC[C@H]1[C@@H](/C=C\C=C\C(=O)[C@H](C[C@H]([C@H]([C@@H](/C=C/C(=O)O1)C)O[C@@H]2[C@H]([C@H](C[C@@H](O2)C)N(C)C)O)C)C)CO[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)O)O
NPA020967	CC1(C[C@@H]2C=C([C@H]3[C@@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C
NPA020968	CCC1=C([C@@](SC1=O)(CC)/C=C(\C)/C=C)O
NPA020969	CC(C(=O)NC(C)C(=O)O)NC(=O)C(CC[P+](=O)O)N
NPA020970	C(C[P+](=O)O)C(C(=O)O)N
NPA020971	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3=C(CCC(O3)CN)NC=O)N)N)O
NPA020972	CC1=C(C2=C([C@@H]3[C@@H]4CC5=C([C@@H](N4[C@H]([C@H](C2)N3C)C#N)CNC(=O)C(=O)C)C(=O)C(=C(C5=O)C)OC)C(=C1OC)OC(=O)CO)O
NPA020973	CC(=O)N[C@@H](CCCC(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)C(=O)O
